"ASV_hash","Station_47"
"a7a639bf7f8e8f2fa0a3a602b28b8442",21
"a85f1c83ac4ad89797676d0357bdfe21",192
"a8740fb49fe1eabaf816f95db6a5b4e2",37
"a941f89c855deef3ab38875b9972198f",49
"a95ac75d4f26df7c485c513c4301b5f2",17
"a99bfc6d1ed34224e40a36ddd3c59390",67
"aa6537dbd462149a8d7383c03d45d1d9",183
"aa7d342ade00c2a4825b16ae9ea76fe9",89
"ab2aadae878f0f3ad645c385b527d8f9",18
"ab3564244dacf3baabdab240216c12d4",67
"ab400409c7c923740bb8756469f3fa98",2
"ab8713aab2e3548dfad39f6e82f9ed4d",317
"abc24320252b0bfadd7b7a1db091f7f9",254
"ac3699e21d8347cdd0c52c4834911c11",12
"ac863ad4e273dee1ee0b05753557f42d",16
"ac9b7d9e24fc27b43a9b90e096bffb9b",33
"acd0c988b1722b9cd56887cffb29c370",10
"ace6708db81edbca81538f31bb7d175f",105
"acf2d93ab17e13bfd5f4e20f7488685f",55
"acf34ec22b03d786dbcefbff909beb52",29
"ad163d7f006fb4a2d853bab5c000cf4a",188
"ad6a1356b4362d8211355ac704b7225a",60
"ad7a812323880fdbfb5bb08777efac8e",1243
"ad88b33d8af64197ce807651bdc50f08",18
"ad923ef855d14976f7ada478a27c10f7",5
"ada10e8f1e4c22fc52a015723aa50c2b",12
"add0f1cfa7d8d68b35dec3a4317f2685",8
"adf1b9483106f8b06cc2d6073174d28b",394
"ae8637cfed08207c69490254d4b9e73f",19
"aeb06cf3c12fd4c4f878b503160d1868",910
"aedc109b1bd46d5cd3bafef82be817ed",23
"aeff53cff23f3076ad6c9071930202dd",103
"af29b7e631845eb748744d7b38e4f955",7
"af2b15ce779aafa3aa19e1403cdaf4f3",70
"b0117e3d41e8a81b344a78b99c9b0fa4",50
"b0998b3f15fb950a801626bd6bb631b4",13
"b0fdd785f6842efa41365a889c794c52",1581
"b10e1109fa709cf52ed6699442bda693",33
"b11b9f09253c3888c7c7662983a0e44d",7
"b1463f5d9e81a8e9ca4e765591c0d03a",1
"b1918240ff0a498e4063e5d739183dfe",28
"b19e3f8cb1c80990e5a63924afd38930",42
"b1a3099701fb5614a22882557308985f",50
"b1b6a3e2591819844fe196e410a1d7fe",61
"b1f9558b126174117f88458578da293c",7
"b2eecdbb2c568db926a690f17c3a0609",79
"b2f1fb50537621b5f25f8ce7f52d2667",42
"b30b22d73b90060475e1b49fb5b309bc",5
"b321bb86768ee7334e2d02da0d493f07",79
"b3380379ad3d80841e69c26a0661b1f4",54
"b3392c973f84d3492b74af601fb50b74",27
"b345befe38870bcc9f9c6869c49f1729",13
"b35daeea34ceb7b858261bcb1de86850",50
"b366861fe53a53ad0be14a972406f3e2",63
"b36b2834e2b19810c1a0412b3b1e1af9",37
"b3c62d3267cc49f8a936944379d88ece",22
"b3f4e3e3cfa7e6606972cb72553b3db8",57
"b47d970bc71e755601feb287ee1d2a53",62
"b4b2d3ce03144d82af7b97147d241766",15
"b4b92d74af1964e7d5de05c7040b0b5a",272
"b4f6e425ae839c2341f78f45c334e73e",126
"b5132cb54303b84bde6e8d69a65453c7",107
"b54cecad18a74b5dcaef6600be8fd80e",15
"b563a70ccb41df75ac47e04b6fc8d603",9
"b59b05df20f1c7e1eea316b50ff4bb6b",130
"b5a7a07879ba56da18a821b39f6e6f97",60
"b5d3407f536593532af4ead661d89ecf",79
"b61544254d41106cdf4d57450dd907a8",17
"b666db7df6c018b14a62c4e265902073",20
"b6712b0f2c53fd26c0db7ca322ba33bf",110
"b6f71e0369450be7ea5cffac62952527",32
"b7270bd005eccbe8844d4d8c8aadcba7",4
"b744a86ab59b0435f1467f53bb025a88",42
"b7a4b33d31d5b3d48a925a2d010af9e5",15
"b7b69e96e16ef4714d506a92130f1e8e",627
"b7c773c8e5f52f7b28a1b72893f8010d",6
"b8382b492f69a2b41ff1e433e9ecb9e9",45
"b85a5022ebff16a18b5a13edb232eb80",259
"b967225ad47b7d8162b7705d5b51ced7",3
"b9956a94e9d21ed6428c75e1e176840b",75
"b9f3d9439f0dc5434f5ad3e30895cc6f",66
"ba2623a7fa2eba75b02b47fc766d8455",9
"ba6e78eca6f302a4497bb77e4ceec024",72
"ba9b6dfe6bab3128ce34e15616140193",39
"bb23357bc1ec37c91159887ba2ccd3de",12
"bb4a48da2fe1a3d1ef28d6ec379b06d4",193
"bb670befce44290500bc443b3dbbeed4",8
"bb84e09d82d9646c96057c226910746b",100
"bb928831d9839a9117e7637291cd519d",6
"bbbc2122bce61647f9db7d965424ae48",122
"bc0a6f102edbafaeacdc8ce3d1d3f54b",38
"bc4b196663922b68cbbd394b2678b96c",39
"bc558c68dc52660df40909a19cb830f2",16
"bc643543bafe3ab0d8ea4b59b311ca05",7
"bc71fb5c9b3d061fb6f5a43fcd62efce",17
"bcc2af624eacf915d6e4c7cd3ea30544",5
"bce1b3b8668284da056fb97bd6994733",16
"bd12a01b19d65a23d2fd580d90cda4df",72
"bd5037ef9a74b74e15194fc07aad17de",235
"bd817a444e5c803f270d06503657a71a",5
"bdabd1bb52003b7f405355c58b155140",437
"bdeb83591c11aef772f735b1a1f04494",28
"bdf18e8980906003f3978e5ee578c9ea",7
"be108f847cd5989f363b4c99e1be4179",26
"be619d3694eac866407c706828d1a099",8
"beb80782511f563d282863675357d306",10
"beb8cb17f8152e488b6bc95bfcdb484f",7
"bf0e44c5ba84a5e9c1666fb5a09766ea",71
"bfa2754cedc514a60cc372872d71812c",95
"bfbe7005884f10fdbe826aebf38c184e",191
"c16832d95923874b7ea6f23264e1a22f",15
"c1d3f9c7cba0d7d1afbdf664f885caed",6
"c20dbc7bed348868335c9f64d16c0e7a",23
"c22a8729ccf823300489a655f9e1a1df",8
"c28a1db474603a1b2606fdc5bd5015f3",253
"c2aaa76c68367a9850f3c8d112b648c0",3
"c2e5dd03fe8ff3b90984eef0627c8b71",320
"c2e6af00c126ecdc0dd8219e43cb7dbb",88
"c341b9852c0c85b494ae2efbf7cbbc65",16
"c3930eedbb5069eb4d0eb85909d1b360",7
"c3d3175336c5b544d3e7112ffa77efe1",9
"c40167a83d799cba6a285f10d674f460",77
"c41217963bf1181ec8ab4890472f744a",5
"c47c474b771cc6cf606c1caf0facbba3",1057
"c497da3b39f30aceede6bec3b03cd100",11
"c4af075ce31e13ef94e891f3ac731475",5
"c4e7325bbc41258354c1104065303988",12
"c5ed9180e8a11a6e04ec087b0ca88f99",10
"c6009068431b345774e66096025e8798",23
"c63451c82539feaba83284b63c632626",938
"c63868a72fa9e2ecc8b9a6ef1e275a93",10
"c68c72aaef8808eb519fc99530248b52",17
"c694d5a4afd7af599be1953eb2217c00",43
"c6a91f897833b204adb9103c967f0a8b",3
"c6abffdf888c42cc888bac5471527071",111
"c6f791fe05bfd5b25f074e299d2c023b",60
"c70cb0dee57b70dec4cc51a38f20acb4",13
"c72b2ea9f3cb26026106967226b145da",8
"c73ba05290db62af6cd8e45c8656cd43",283
"c7ccb9ca56eca56875c9a6071b4e97eb",41
"c7ce79bce6d6d5929fae232a7a83698f",34
"c7d189b3a5bd7d1e6e0eea03addea317",29
"c805136496f98a2bd3c8f4b4ae40e414",5
"c8915b2dad88bdcfce782a11bb6bf715",134
"c89a4b70ed1eef68bb124ff45b10d246",34
"c8b2ee0514ba0c0606532a05dea34c93",76
"c8bdaa001125adbe6112c25b922932e1",5
"ca3b031071350eca44100709543693de",252
"cac4289ae44532397a9989ce789be941",83
"cacff1e298385eadd9f8af5d8f9c7c2e",30
"cade4c09ff175437762fccf075e6ee57",9
"cb0c09bda0c3d4bc3eb48eefe5f74016",116
"cb315c9d8a347c4a906f18952e88d718",88
"cb7e8326d407dc39d17f839bf38d69e4",1387
"cbf09305d1be561f770e21efe8cc3b44",5
"cc1e9cc7b5d5c955b025d6e85c5bab2d",217
"cc205dc65fee83e2d0fb18179e4e8d74",22
"cc4f68e765cae6f8afd29f1a3cecc5d8",11
"cc9ad340a9a06aa31e114f2b41e10310",11
"cca25cdefb2eb125f6b558ae52dcbeb3",2
"cd2fe227d2d937b7c374fd48de14607f",81
"cd32be8e7ad6d2020e83f3ad231e19b0",881
"cdf1c3cd3583b33fa3694d0c254b63ba",26
"ce1bd51851d95930c04f7b2f6a0ef197",108
"cec282b81c6ff018c9b63baae23bd4ff",9
"cefcedd70b900a8c122c656830218be9",29
"cf19fe3ed14f19f703de53dafddc23b0",27
"cfa100901762ef48e3df7fa7441ed30a",3
"cfc527a99e1c21350a5ebef011e06412",64
"cfcfdd1f71459bf5622aaffc79b29df9",185
"d021ccf12a33784f4c086a451e9668a5",213
"d089e76cb77366eba904ed413876e849",16464
"d0ae9c37c51a1cd75514e3a4f7fba016",4
"d0bc0c977ba6fb78a2c87aab861919b5",349
"d0ec7f2a454ed03efee8ed04dd78614b",161
"d127dfa83b0fea8ef26ffb3c253a03be",319
"d12a9f3b67bb7607614d0d9ae267c1d9",63
"d19f901e0048b513e04cee6a6b137447",13
"d1a6e36fa27e15661323ab0d43fab8b4",29
"d1d6395fce14fb0079c4d9f0ceb49f77",133
"d20d87342256b2e5c2cd487d67e258c7",8
"d21d7c8a1b2094d232a1c02750a2c70b",99
"d2795123b40e7e75a1882a3095ce831d",16
"d2c8ceb66453a63def7bdf32ddae7267",99
"d2f6000a818b03d9f23f5e5ec3789ae0",203
"d3c89c8b98fed4159342d4ea3493c036",109
"d42de5834259301101d16dbac708873c",16
"d4308a283a943b3626f43784eb441fa2",44
"d44455303c4dbb93284178a3834fac18",4
"d45c378769d3c0167987f1865dbe55d5",102
"d559ccce80c42db302448c2e2bc681bc",171
"d5954a0b84ab1b2492f8c25cf07dd93e",44
"d612992f1570e4a7ab959faeb4feeac4",40
"d640174036942b8ad5dcb5ddfe5ca0bd",20
"d64d76fee6fdf2437f3b6a8e4cbda626",168
"d699c6c9c67bcc2d7e70f96fd09f51e0",10
"d6ccb614518ab88c4f2cd4d64b7b783b",7
"d6dc663cbbe3e978ec969ad559cb848d",106
"d75cbbb8421234d5389bec9b7b3db469",16
"d7758903ac7fcb8626034d373e8acd41",4
"d77a580c447029d486136bda85ef6090",4
"d782c14064048e32bac292d4bfa9516d",124
"d7d57a2ac022e1c6bd8dc0fe36c1a249",28
"d7d77a00119f8aa16e7501062e9add9e",9
"d83779aa0ec680e8187d454074a53bd9",32
"d85f758bbf93332216dc460721822fe7",144
"d8cc16474b42eaea1c7786ec23a39c4e",31
"d900aaecd6c53fd9b72ff2862ddbee0b",7
"d934f520d46bae7870b7dcb33da35edb",59
"d93a198e9c7e437bab5431b9c00aaa83",42
"d9420bd5bfdd58d4a63a85711c5c13e9",2
"d9a1bb34e7edc1a2865adb3763c04ded",41
"d9ee23e9f7813262b2afbc47ae750180",34
"da17db2491e58cb05784aaba051934f2",9
"da75221315e31a6f64e24eae6de28bbf",3
"da8bf4ac8323c84f69f8ae14bc623c84",19
"db041f412bf371637722e94767101d1b",97
"db633a18ae6457b0d7cb5b601fcb7496",481
"db64d1fbf5f4077b6bf383215044ee9c",4
"dbe8c98323d6ff4fb99ddb951077f957",8
"dbf9017ff796619d0d579d4a8216ad13",17
"dc554c8afd843778b15fa4ffc4b41325",13
"dc558c1844b9a6b158e785710fa5cfb0",24
"dc5da7e44d58c332f563ef4945d389dd",12
"dcd1ad03817b762d52aedb3a9ee7e65e",12
"dcdf330815706cc302b1288b8d871729",109
"dd0a680c9e6bab0acdccd2b158e07bc7",94
"dd3125e97e4adf7da83b3e693f6af891",14
"dd5613cb4eee231490d94cb6db4b0a3d",157
"dd576a7a0d75dabc6b228cff650e5f64",1
"dda5e386a5ea3d7e59228eea6bb793aa",13
"ddeb7a85942593ec57e0cd5f3e06701e",14
"de2f2887bfcea7e32e566841a3b21929",394
"de56437efac9f94d4cf79a5a8d7ca6d7",22
"de688742d7bb0aa194da33a718a38511",21
"dee4b761c8b2c2e9440d4b5b4f5d67e5",16
"df1736fbb5d6438252c046af57c62ccd",223
"df1a0c8b7768e333bd777d114aa83967",59
"df387ce8e4acc7359fe4b538eae9f4e8",12
"df4c64d202f196b2ef229469dbb6184a",5
"dfd5c4ffaa986112332b793fbf9a2a34",166
"e00966b6215446fd5be9d74c7e1e5c8c",226
"e03a944941df916ca06df1aa8c9f111a",3
"e0736825a40f8b828c23932730f39046",23
"e09d08dbf2d660a36ec1d369235610d7",23
"e0b3489e026d39ecee961359be00477a",85
"e0edab2183fff2963d2175d548d033aa",182
"e0f3507d90e54c3ea4ba492637995ac0",3
"e13c44c4d44499506ea94ac2c57fcd4a",118
"e143f599da606733afa224733b5c727b",25
"e14bc030e67fc1797e991ac313aaad56",45
"e152c17bdbb4e1af93c0180b1fccc627",1126
"e161c36faeb0d36ccbc287f4faa16345",1
"e1e6bd40565a671387d9fbd6e70f9992",17
"e20dbdab49054687bd2212aaf75acb5e",11
"e27a5b48a84aea12d56cecc291aefd1c",3
"e27cb9797985c373f5940757ecae6191",160
"e2af6ac1fc374a41f5dd49707e172715",85
"e320ad0389e6bb7502b6f783bbb2dc1a",51
"e358986f27243521c4a85c1f3a93af38",7
"e4035fd41c99bf021ad228c257574859",80
"e441d37e59f731408a60ca2a33ae8502",327
"e4b861735d0c95f2175b865c5622d929",10
"e4bef98ed855af8ee4db7c1ec2d4336c",327
"e4e473bd88e8c62e19c32f336744ff04",27
"e4eef321db330f681c5e54705002f04c",11
"e5113267502a0b978458f4307b949dcb",59
"e52767c7b6b18c305318a278b3848cb5",10
"e54b89ace80798a3427d0a8bb3d4af01",3
"e57030ce4f03d69449b3681aadb3c78b",27
"e614bdbb7c63eaed1a1355252dcc26dc",73
"e63ccc0e5c73b68108d98beea60e73d2",3
"e666549c0a0ebb85b6c3640ed17d8715",127
"e6d919de20e185018fb1a8818e7e0130",24
"e6db4791f956c72edf0b5b7f3fac6a5a",49
"e6f94c15c20a6595844c60ca0300c5db",23
"e70dd859bacfccfdbda689576e3762c4",23
"e72df5805ee2afd84cd61330b9a77856",8
"e766821d6fd96dd0a3cffa3e992292fa",765
"e789b668c0586b76f1d3341bc4d01ce2",18
"e7a0574a227b3fe1bd215774a7f5fc3f",8
"e7a11394485be31dc5b1ba4849f0a81b",2
"e7a976062285e7c9e4f54891a408832f",3
"e835e36958ed37182c6611e9427b6e64",56
"e84337c560d156f072360d843b3c3886",6
"e89b93f9084571e1d2450764327a7ca0",76
"e8d7030695689dfae0b34dc10f085df9",60
"e975ef9f3b3b70494daa054a644d4aa5",30
"e989936cc684ad988139a2b4f3be3264",110
"e9e87ae45ba51e4f163d98a05679a24c",9
"e9f376c867c2a1506d5b0996f9839a20",35481
"ea1681774a9a9d71bcecb46e4e711164",154
"ea31bb31874394b36db62bc44c0290c2",6
"ea3be9bf452686ab37f88742517287f5",70
"ea5ebcc47bc49c6890bc6bfcc1b9517c",31
"eb74d8be10cabeb66e519b3c8eec2437",21
"eb8f6015240f91302e58d72667c8600c",170
"ebe485d9b4072059c7bd003dc6500814",41
"ec11f34c95ba169cceebdef45196f11e",24
"ec15b493166e642e2102beebb14f5ad6",3
"ec4ae6fb42be2771f4efbde8c024a282",48
"ecbdd2dee41433b82a3e7999361d8011",132
"ecc516f6e1d12e7c4d1d9fa49da7801f",33
"eea46715b6680b336bae25cc979f5838",89
"eece291fe0261e9387e0fe82e4910524",91
"eeeae8fd761ba6a403d99befb5e67daa",182
"ef0106ca4ba42d99620a64ea009e5881",146
"ef04494de44f4f7489ba0338581a9e4c",106
"ef066b3fcade6a615810d1d8a6ba0c4a",51
"ef0e3f724c4355da1de73f9ddaf8347f",44
"efb7e5ebfd4573fcfad85ae64c8cb947",6
"f00870fd33d663fb7730e57da12f1a78",5
"f068ed7635479e9b4e835cd305e05043",65
"f0faa8c1a76239a5584e342528b40e2b",10
"f158aeca71e912cc326a63e5ad147116",9
"f1a2d046e4208ba026f026053e38fb83",13
"f1c2b6e853c3e59e2abc9f7f41e8b29f",25
"f2019979d78ccf7d2952667edf057321",71
"f2069cbc19c01f783f8afb7f8125869e",55
"f221d472af8422d93e717d31c833597b",7
"f2522232a38629045fca60eae089389d",15
"f256d83618e8f2b1167044adba963ea4",4
"f28f932525a0d7490f4c2cc18892e404",15
"f2a070ae9ad0d4aa9cf308a53969d380",11
"f2ce18e7d584badb0000d39a82fe2e93",19
"f2d5c40b120ff92809e11e7b3adbc953",38
"f2ec7c4dc0a4a7d8664b22eb1a4e96eb",66
"f318395b21141b8d2af811f9fd5d0184",24
"f331fe570c86dba18cfc622741220949",28
"f3476f066640b0339f1c40bf5b9da6fe",57
"f3824e8252ec821a8987a6204904ec5f",52
"f3867ccb9f5b0fc240dc553918bc18fd",68
"f43efdb477129efefe01ccf226f018a5",11
"f4ff8e107b704cb1f78d477233ca63b3",4
"f519a050c950a2d04e2690e7e4553401",54
"f55102ea53506326a7dc8b683414bda3",112
"f5a2e6d8b01cc9ec9f8c7dbfc8c62452",1
"f5b418c5df849380c4ac8ab67db32dff",36
"f5e2d6e5938ff137d7e4c1b496bcc5ec",5
"f6262ced3071459883954282a957d63b",54
"f633bec7d1bd6db9084f91542cd1bed1",136
"f6aa4d08f36e63945722488d13745478",41
"f6f5b996c4aa1781adbc8883a21d0a5f",75
"f77c9849d8e8a8baa676d607bf49d292",3
"f84fb8d7ceedc6c537f91b4ae4946e3d",117
"f8b308c12dd0885832440747714244e2",608
"f8bd30acfbafd105a51e1cf8db61ec9a",48
"f9398939e748a5a614b19d7b00943556",143
"f977a4857ea259f9944a73aaa443abf4",42
"f9be29f01a1fe21fd544850b7798c0df",73
"fa5b2286eedeec17773d8eb21e5868f2",55
"fa982d7318a5a769af379a6cb96f5074",128
"faa4836bd78efa9b8e95c7e5babb6316",1
"fb16dbac5a7e49363f0a0c023876cd86",19
"fba7654fda78c25bf8d7743f470144a9",26
"fc32c33214518b15a5fd59ff7c002a2b",538
"fc414e43721e26b76f1b2b6ad4feacac",21
"fc71f2d05a6710f7fe7643788d42611b",107
"fc8483af1ad4e2e98dd76669be21a350",572
"fcba53352705a1142fef7f5bf4516764",10
"fd3f00d2d360b4ec5bee8232908f14b7",11
"fd3fb4342edb7b45f73b85883adb6adc",21
"fd3fea7c47fc64073cab7999d71a5c99",3701
"fd47d13d067a206fdb01844942253282",11
"fd493c19f84a0f6fcb7ff9a227c9ebd0",168
"fd70a312c626eebbbbfa9ce6b13e0340",99
"fd90760971da54ffe9350790ba88ab0a",595
"fdd1df13cc8cbcfd93c7b879a03165fc",75
"fe2588206cb14a8c94b7bb5f92a9b602",25
"fec9d9da8eb38aac77b261d0913e336e",13
"fee258fc29df1da08551731a19142fac",18
"ffb9b13e7250700c574dd5b01718833c",30
"ffbc71d75c1b50408e921a078084ae41",28
"fff0285c40345cbb43271330794ec7c3",20
